顧客ID,性別,高齢者,既婚者,音声通話,インターネット,契約期間,支払方法,国際通話,通話分数_昼,通話回数_昼,通話分数_夕,通話回数_夕,通話分数_夜,通話回数_夜,サービスコール,月間支払額,解約
8294-UIMBA,F,0,0,1,2,1,2,0,6.85,2.87,9.95,3.97,7.14,3.47,0.03,87.94,0
8295-FHIVV,M,0,0,1,0,0,0,0,26.3,11.14,27.79,10.14,32.23,14.43,0,24.1,0
8305-VHZBZ,M,0,0,1,0,0,0,1,225.7,117,119.6,122,193.2,125,1,20.2,1
8309-IEYJD,F,1,0,1,2,0,0,0,202.2,86,216.8,93,239.4,99,2,70.6,0
8313-AFGBW,M,0,1,1,1,2,1,0,3.28,2.28,2.01,2.43,6.12,2.02,0.02,74.95,0
8313-KTIHG,M,0,0,1,1,0,1,0,48.7,29,52.48,23.25,48.52,25,0,62.35,0
8313-NDOIA,F,0,0,1,2,0,1,0,7.9,3.17,6.5,2.71,10.17,3.79,0.21,103.95,0
8314-HTWVE,F,0,1,1,0,2,0,0,35,16,25.77,13,37.56,15,0.14,20.6,0
8317-BVKSO,M,0,0,1,0,0,1,0,13.28,6.79,15.14,7,20.16,5.79,0.21,21.38,0
8325-QRPZR,F,0,0,1,2,0,1,0,22.91,15.43,31.16,12.57,27.56,16.43,0.14,75,0
8327-WKMIE,M,0,0,1,0,1,3,1,5.41,2.03,6.12,1.81,5.37,2.46,0.05,21.24,0
8329-GWVPJ,F,0,1,1,2,0,2,0,2.45,2.58,2.27,2.16,3.6,1.94,0.02,71.15,0
8329-IBCTI,F,0,0,1,0,0,0,0,216,125,232.3,104,215.5,100,2,19.7,1
8329-UTMVM,M,1,0,1,2,1,2,0,9.07,3.52,8.03,2.44,4.16,4.63,0,109.78,0
8337-MSSXB,F,0,0,1,2,0,1,0,19.23,7.43,13.84,10.29,18.4,4.36,0.21,84.36,1
8338-QIUNR,M,0,1,1,1,2,3,0,3.22,1.42,2.34,1.53,2.74,1.67,0.01,66.83,0
8344-WFMFH,M,0,0,1,1,0,1,0,14.16,12.22,11.48,11,18.24,8.11,0,53.79,0
8345-MVDYC,F,0,0,1,1,2,2,0,4.34,1.56,4.82,2.4,5.78,2.64,0.07,80.42,0
8347-GDTMP,F,0,1,1,0,2,3,0,3.3,1.44,3.39,1.59,3.36,1.62,0.05,19.15,0
8348-JLBUG,M,1,1,1,2,1,3,0,2.95,1.75,2.78,1.52,3.11,1.62,0.02,78.4,0
8356-WUAOJ,F,0,1,1,1,0,1,0,121.1,116,186.4,100,241.7,75,0,45,0
8357-EQXFO,F,0,0,1,2,0,1,0,24.99,14.71,35.46,15,23.51,16.57,0.14,94.41,1
8374-UULRV,M,0,0,1,1,2,3,0,2.61,1.32,2.07,1.99,2.8,1.57,0.03,87.63,0
8375-DKEBR,F,1,0,1,2,0,1,0,269,120,233.7,120,179.3,61,2,69.6,1
8375-KVTHK,M,0,1,1,2,1,1,0,1.02,1.68,3.39,1.6,3.77,1.41,0,99.33,0
8380-MQINP,F,0,1,1,0,2,0,0,2.01,1.58,4.14,1.76,4.43,1.53,0.02,19.62,0
8380-PEFPE,M,0,0,1,2,0,1,0,129.7,84,177.5,80,228.9,87,5,71.7,1
8387-MOJJT,F,0,1,1,2,0,3,0,1.46,2.64,2.2,2.1,4.7,2.71,0.12,80.57,1
8387-UGUSU,F,0,1,1,0,0,0,0,14.33,5.73,13.21,5.93,11.39,9.27,0,18.95,0
8388-DMKAE,F,0,0,1,0,2,0,0,23.23,4.5,34.56,16.75,24.01,13,0.5,21.84,0
8388-FYNPZ,M,0,0,1,1,0,1,0,36.67,16,68.5,24.75,80.33,24.5,0.75,61.3,0
8393-DLHGA,M,0,0,1,2,0,1,1,10.43,3.24,6.55,4.48,10.87,4.68,0.04,97.95,1
8393-JMVMB,M,0,0,1,0,0,0,0,150.6,99,301.5,83,158.7,104,0,19.5,0
8395-ETZKQ,M,1,1,1,0,1,2,0,2.05,1.41,1.83,1.37,1.41,1.1,0.03,17.55,0
8399-YNDCH,M,1,0,1,1,0,2,0,12.9,4.67,10.77,5.24,8.51,2.86,0,58.87,1
8400-WZICQ,F,0,1,1,1,0,1,0,3.17,1.91,3.11,1.95,4.01,2.38,0,56.94,0
8402-EIVQS,M,0,1,1,2,1,3,0,1.8,1.9,2.83,0.78,4.03,1.6,0.01,100.5,0
8402-OOOHJ,F,0,0,1,0,2,0,0,4.68,2.63,6.58,2.34,5.78,2.12,0.07,20.37,0
8404-VLQFB,F,0,1,1,0,0,1,1,12.06,5.27,12.99,5.53,13.19,7.27,0.2,26.33,0
8405-IGQFX,F,0,0,1,2,1,3,0,3.71,1.73,3.96,1.81,2.75,1.11,0.03,92.33,0
8406-LNMHF,M,1,1,1,2,1,3,0,3.26,1.64,2.29,1.71,3.66,1.71,0.03,83.11,0
8410-BGQXN,M,0,0,1,0,0,0,0,42.95,26.5,75.42,11,34.85,27,0.25,23.35,0
8414-MYSHR,M,1,0,1,2,0,1,0,55.38,21,49.38,18.8,50.88,21.4,0.2,89.96,1
8414-OOEEL,M,0,0,1,1,2,3,0,2.52,1.44,3.63,1.32,1.87,1.64,0.03,78.73,0
8421-WZOOW,F,1,1,1,2,0,3,0,3.14,2,4.75,1.68,4.31,1.65,0.04,97.68,0
8430-TWCBX,F,0,1,1,0,1,3,0,3.77,2,4.42,2.55,2.88,2.37,0.04,21.06,0
8433-WXGNA,M,0,0,1,2,0,1,0,84.6,62,86.65,54,108.25,32,2,94.6,1
8434-VGEQQ,M,0,1,1,0,2,3,0,2.9,1.84,3.18,1.84,2.4,1.77,0.02,21.41,0
8439-LTUGF,M,0,0,1,0,0,3,0,16.38,7.7,13.49,11.2,7.93,9.5,0.2,19.86,0
8455-HIRAQ,F,0,0,1,1,0,0,0,23.56,9.62,22.75,15.38,27.27,15.88,0.12,46.16,0
8456-QDAVC,M,0,0,1,2,0,2,0,11.99,4.26,8.52,5.11,11.42,5.58,0.05,78.69,0
8457-XIGKN,M,0,0,1,0,0,3,1,9.3,5.35,3.3,4.7,10.65,5.25,0.05,17.81,0
8464-EETCQ,M,0,0,1,0,2,3,0,4.62,1.23,4.9,2.07,2.23,2.51,0.09,19.2,0
8467-WYNSR,M,0,0,1,1,0,0,0,7.25,5.68,11.23,4.09,8.54,3.73,0.09,56.96,0
8468-FZTOE,F,0,1,1,1,2,1,0,2.43,1.33,3.35,2.03,2.94,1.51,0,72.74,0
8474-UMLNT,F,0,0,1,1,0,2,0,5.79,7.38,13.84,8.69,14.91,10.31,0.08,64.79,0
8481-YYXWG,F,0,0,1,2,0,1,1,9.56,24,35.78,24.6,30.52,19.2,0,92.34,1
8496-EJAUI,M,0,0,1,2,0,3,0,9.44,7.74,10.99,4.68,13.06,5.16,0.05,74.97,1
8498-XXGWA,F,0,1,1,1,0,0,0,2.19,1.37,3.15,1.46,3.12,1.75,0,56.51,0
8499-BRXTD,M,0,0,1,0,1,0,0,10.66,5.94,11.49,7.06,15.11,4.89,0.06,22.33,0
8510-BBWMU,F,0,0,1,0,1,0,0,3.75,2.66,4.73,2.56,6.25,2.78,0.02,19.68,0
8512-WIWYV,M,0,0,1,0,1,3,0,5.28,3.28,5.31,3.19,7.65,3.31,0.09,22.11,0
8514-VZHEB,M,0,1,1,0,2,0,0,2.97,2.12,4.25,1.47,4.9,1.25,0.02,19.46,0
8519-QJGJD,F,0,0,1,2,0,1,1,9.52,7.57,13.06,6.36,17.22,8.79,0.21,73.29,1
8535-SFUTN,M,0,0,1,2,0,1,0,2.48,1.64,4.08,2.07,3.28,1.97,0.03,103.28,0
8540-ZQGEA,F,0,1,1,0,2,3,0,3.9,2.15,4.06,1.59,3.33,1.54,0.02,20.41,0
8543-MSDMF,M,0,0,1,1,0,1,0,70.13,33.33,75.17,32.33,56.23,40,0,68.73,0
8544-GOQSH,F,0,0,1,2,0,3,0,11.44,7.86,15.24,5.14,12.44,5.14,0,79.45,0
8544-JNBOX,M,0,0,1,0,2,0,0,1.65,1.56,3.17,1.35,2.5,1.54,0.03,21.13,0
8552-OBVRU,F,1,1,1,2,0,1,0,4.71,1.83,2.92,2.38,4.35,2.29,0,105.59,0
8559-WNQZS,M,0,0,1,0,2,0,0,194.3,107,243.2,108,322.2,114,1,20.5,0
8562-GHPPI,F,0,0,1,0,0,3,0,215.6,115,216.2,85,171.3,65,3,19.8,0
8563-OYMQY,M,0,0,1,2,0,3,0,9.96,6.29,11.6,4.18,11.89,4.65,0.06,94.84,0
8565-WUXZU,M,1,1,1,2,2,3,0,1.23,1.21,2.48,1.5,3.18,1.33,0.03,85.3,0
8566-YPRGL,F,0,0,1,0,0,0,0,222.5,104,171.5,94,377.5,114,1,19.5,0
8573-CGOCC,M,0,0,1,0,0,3,0,12.09,6.56,14.47,4.94,14.14,5.62,0.12,18.43,0
8573-JGCZW,M,0,0,1,0,1,2,1,10.59,7,11.69,7.41,12.77,4.12,0.06,20.68,0
8577-QSOCG,F,0,1,1,0,2,0,0,3.82,3.05,6.15,2.16,5.49,2.5,0.05,19.63,0
8580-AECUZ,M,1,0,1,2,0,1,0,159.4,79,179.5,88,167.8,71,6,79.1,1
8584-KMVXD,F,0,0,1,2,0,1,1,24.5,10.25,40.34,10.25,28.2,15,0.12,66.95,0
8587-XYZSF,M,0,0,1,1,2,2,0,2.22,1.04,3.68,2.45,1.94,1.54,0.04,48.66,0
8590-OHDIW,F,0,1,1,0,1,0,0,4.73,3.29,4.56,2.26,7.18,2.55,0,19.72,0
8590-YFFQO,M,0,1,1,1,2,3,0,3.78,1.13,2.9,1.69,2.48,1.31,0.06,64.62,0
8592-PLTMQ,F,0,0,1,0,1,0,0,2.08,1.72,2.9,1.73,2.52,1.77,0.03,25.67,0
8597-CWYHH,M,0,0,1,2,1,0,0,2.55,2.33,4.41,2.42,4.81,1.98,0.02,91.19,0
8605-ITULD,F,0,0,1,0,0,0,0,191.3,89,193.9,87,268.4,121,1,19.6,0
8606-CIQUL,M,1,1,1,2,2,3,0,2.56,1.54,2.83,1.53,3.3,1.39,0.04,116.66,0
8608-OZTLB,M,0,1,1,1,1,1,0,6.19,2.55,5.18,2.74,6.83,2.89,0.08,73.74,0
8610-ZIKJJ,F,0,1,1,0,1,0,0,54.75,47.5,166.05,24,129.3,54,0.5,15.95,0
8617-ENBDS,M,0,0,1,2,0,3,0,64.8,34.67,58.67,28,76.7,36.67,0,77.5,0
8619-IJNDK,F,0,1,1,1,2,3,0,3,1.34,2.66,1.46,1.92,1.25,0,63.28,0
8620-RJPZN,F,0,0,1,0,0,1,0,141.7,95,205.6,101,218.5,60,0,20.7,0
8627-ZYGSZ,M,0,1,1,2,1,1,0,4.34,1.47,4.79,2.34,5.11,1.81,0.02,77.67,0
8630-FJLIB,F,0,0,1,2,0,1,0,9.88,6.5,9.73,3.89,8.96,6.5,0.06,67.87,0
8631-WUXGY,F,0,0,1,2,0,1,0,4.17,2.37,4.2,1.87,3.25,2.02,0.02,95.46,0
8631-XVRZL,M,0,0,1,0,1,0,0,16.11,8.44,26.74,12.44,21.9,14.89,0.33,18.19,0
8640-SDGKB,M,0,0,1,1,0,1,1,60.25,30,57.95,24,55.05,16.75,0.25,74.92,1
8644-XLFBW,M,1,0,1,2,0,1,0,226.4,101,276.8,60,213.4,82,3,71.7,1
8660-BUETV,F,0,0,1,1,0,0,0,41.33,34,87.37,33.67,89.4,32.67,0.67,49.37,0
8668-KNZTI,M,0,0,1,1,1,1,0,4.87,1.71,4.58,2.19,2.97,1.63,0.08,53.67,0
8672-OAUPW,M,0,0,1,1,1,3,0,2.72,2.39,3.38,2.29,4.54,1.8,0.02,46.21,0
8677-HDZEE,F,0,0,1,2,0,2,0,3.39,1.79,4.4,1.39,5.43,1.91,0.02,105.66,0
8679-JOEVF,F,1,0,1,1,0,1,0,18,7.5,15.99,5.62,14.59,6.19,0,63.99,1
8679-LZBMD,M,0,1,1,2,1,2,0,2.91,2.25,5.63,1.77,4.54,2.75,0,90.32,0
8680-CGLTP,M,0,0,1,1,1,1,0,7.21,2.83,5.51,2.55,6.26,3.45,0,58.49,0
8681-ICONS,M,0,1,1,0,0,0,0,5.86,4.97,7.77,4.07,5.85,3.21,0.03,22.58,0
8687-BAFGU,M,0,0,1,2,0,1,0,37.8,80,155.3,105,175,111,3,74,0
8695-WDYEA,M,0,0,1,1,0,0,0,130.2,119,290.9,121,194.8,140,3,51.3,0
8701-DGLVH,M,0,0,1,0,2,0,0,2.69,2.47,2.35,1.84,2.55,1.25,0.06,20.45,0
8705-DWKTI,M,0,0,1,2,0,3,0,1.96,2.27,2.18,2.58,3.63,2.02,0.04,83.3,0
8705-WZCYL,M,0,0,1,1,0,1,0,192.6,107,195.5,74,109.7,139,3,44.8,0
8707-RMEZH,F,1,1,1,2,1,3,0,3.44,1.52,2.55,1.35,3.05,1.59,0.04,87.76,0
8710-YGLWG,M,0,0,1,1,0,0,0,117.5,102,206.8,127,194.4,114,3,44.9,0
8711-LOBKY,M,0,1,1,0,2,0,0,2.12,2.25,2.67,2.42,3.38,1.22,0.03,20.14,0
8713-IGZSO,M,0,0,1,0,0,0,0,39.05,35,119.65,57.5,72.2,56,0.5,31,0
8714-CTZJW,F,0,0,1,2,0,3,0,45.95,19,57.42,23.75,36.02,31,0.25,79.9,0
8717-VCTXJ,M,0,0,1,0,1,0,0,4.74,1.83,6.52,2.1,4.54,1.81,0.02,19.99,0
8720-RQSBJ,M,1,0,1,1,0,1,0,158.1,104,322.2,81,210,96,1,44,0
8722-PRFDV,F,0,1,1,1,2,3,0,3.1,1.41,2.97,1.11,3.65,1.58,0.03,78.51,0
8725-JEDFD,M,0,0,1,2,0,0,0,6.41,2.96,8.75,3.48,8.9,3.11,0.07,66.42,0
8727-JQFHV,M,0,1,1,0,2,0,0,3.83,1.07,3.45,1.3,2.65,1.81,0.04,19.71,0
8728-SKJLR,M,0,0,1,2,0,1,0,4.3,1.93,6.32,2.37,7.01,1.9,0,75.34,0
8731-WBBMB,F,0,1,1,1,0,2,0,9.15,3.54,8.6,5.96,8.36,3.46,0.08,79.95,0
8734-DKSTZ,F,0,1,1,2,0,1,0,15.98,14.3,21.01,9.3,17.51,8.6,0.2,85.86,0
8735-DCXNF,M,0,1,1,1,0,3,0,14.05,9.2,18.68,9.6,22.7,8.9,0.2,56.89,0
8735-IJJEG,M,0,1,1,1,0,3,0,13.64,6.29,22.77,8.5,17.66,5.64,0,47.78,0
8735-NBLWT,M,0,0,1,0,0,0,0,13.07,7.33,23.78,12,26.61,10.44,0.11,20.46,0
8738-JOKAR,F,0,0,1,1,1,0,0,2.73,2.33,4.59,2.4,6.17,2.57,0,68.63,0
8739-QOTTN,F,0,1,1,0,0,0,0,71.05,38.5,96.5,48.5,126.7,44,0.5,20.95,0
8746-BFOAJ,M,1,0,1,0,1,2,0,7.18,2.48,11.75,4.57,4.94,5.62,0.1,20.46,0
8747-UDCOI,F,0,1,1,0,2,2,0,1.93,1.42,2.17,1.66,2.59,1.05,0.05,20.31,0
8748-HFWBO,M,0,1,1,0,1,0,0,9.33,4.89,7.51,3.16,16.53,7.58,0.21,18.83,0
8749-CLJXC,M,0,0,1,0,0,0,0,156,88,276.1,81,175.9,94,1,20.1,0
8750-QWZAJ,F,0,1,1,0,2,2,0,3.89,1.5,3.61,1.19,2.58,1.76,0.04,19.7,0
8751-EDEKA,F,0,1,1,2,0,3,0,3.29,3.86,7.54,4.29,4.61,2.61,0.04,86.91,0
8752-IMQOS,M,0,1,1,0,1,0,0,36.36,17,40.48,19.6,49.18,19.4,0.8,17.02,0
8755-OGKNA,F,0,1,1,0,2,2,0,3.76,1.37,4.13,1.75,3.62,1.88,0.05,20.48,0
8757-TFHHJ,M,0,0,1,1,0,3,1,224.2,81,243.3,90,147.8,66,3,49.8,0
8763-KIAFH,F,0,1,1,0,1,0,0,9.67,4.52,7.93,3.74,5.74,3.74,0.07,21.6,0
8766-PAFNE,M,0,1,1,1,2,3,0,2.28,1.14,3.49,1.25,2.19,1.39,0,78.38,0
8769-KKTPH,F,0,1,1,2,1,3,0,2.03,1.65,2.28,2.02,3.03,1.56,0.02,100.18,0
8773-HHUOZ,F,0,0,1,1,0,0,1,10.18,5,11.99,6.29,7.19,4.59,0,64.3,1
8777-MBMTS,F,1,1,1,2,2,3,0,2.81,0.83,4.5,1.05,2.19,1.78,0,103.47,0
8777-PVYGU,F,0,1,1,1,1,0,0,4.96,2.04,3.1,2.04,4.33,2.12,0.02,65.59,0
8778-LMWTJ,F,0,0,1,2,0,1,0,18.44,6.89,25.99,9.78,18.9,9.33,0.22,78.69,0
8779-YIQQA,M,0,1,1,0,1,0,0,6.25,4.67,5.07,4.62,10.56,4.57,0.1,16.67,0
8780-RSYYU,F,0,0,1,0,0,3,0,8.44,4.12,8.28,4.32,7.76,2.8,0,21.28,0
8782-LKFPK,M,0,0,1,2,0,0,0,4.08,2.75,4.36,2.98,3.76,2.84,0,92.34,0
8782-NUUOL,M,0,0,1,1,1,0,0,2.97,1.83,3.55,1.67,3.77,2.05,0.02,80.02,0
8788-DOXSU,M,0,0,1,1,1,2,1,3.63,1.31,4.08,1.59,3.2,1.27,0.02,61.79,0
8791-GFXLZ,M,0,0,1,1,0,2,0,21.82,10.67,18.38,8.67,11.38,7.58,0.08,49.42,0
8792-AOROI,F,0,1,1,1,2,0,0,26.23,14,19.38,10,31.44,13.88,0,70.55,0
8802-UNOJF,M,1,0,1,2,0,0,0,15.39,5,21.83,6.08,19.96,10,0.17,85.82,1
8805-JNRAZ,F,0,0,1,1,0,0,0,94.75,56.5,102.45,50,110.85,46.5,0.5,51.85,0
8806-EAGWC,M,0,0,1,1,0,0,1,72.07,35.33,121.23,28.67,42.23,41,1.67,53.07,1
8812-ZRHFP,F,0,1,1,2,1,1,0,6.57,3.67,7.43,3.4,7.51,3.03,0.07,84.6,0
8823-RLPWL,F,0,1,1,2,2,3,0,1.36,1.36,2.88,0.93,2.98,1.75,0,112.02,0
8824-RWFXJ,M,0,1,1,1,0,0,1,90.1,37,71.73,30,84.67,44.33,0.33,56.07,1
8835-VSDSE,F,0,1,1,2,0,1,1,125.65,34.5,126.25,48,59.15,56,1.5,70.75,1
8838-GPHZP,F,0,0,1,0,2,0,0,3.09,2.11,3.39,1.16,3.03,1.46,0,20.61,0
8844-TONUD,M,0,1,1,2,0,0,0,10.12,9.23,16.25,7.38,12.95,7.46,0.31,89.45,1
8845-LWKGE,F,0,1,1,1,1,1,0,7.31,2.43,5.57,2.17,5.38,3.97,0.03,66.17,0
8849-AYPTR,M,0,1,1,2,0,1,0,4.26,2.67,6.39,2.97,6.97,3.79,0.06,89.82,0
8851-RAGOV,F,0,1,1,1,0,0,0,4.44,2.96,4.62,3.6,7.62,4.56,0.04,73.51,0
8857-CUPFQ,M,0,1,1,0,2,0,0,1.78,1.11,2.46,1.68,2.65,1.67,0,19.65,0
8859-AXJZP,M,0,1,1,0,2,0,0,4.23,2.95,3.24,2.46,6.12,3.21,0.05,23.17,0
8859-DZTGQ,M,0,0,1,0,2,0,0,2.16,2.48,5.5,3.12,5.66,3.36,0.03,20.9,0
8859-YSTWS,M,0,0,1,0,1,2,0,2.82,2.1,4.96,2.58,4.08,2.12,0.02,20.93,0
8865-TNMNX,M,0,1,1,1,1,0,0,19.07,11.4,21.82,11.1,12.96,12.1,0.3,47.57,0
8869-TORSS,F,0,0,1,1,1,3,1,3.06,2.67,5.95,2,4.45,1.67,0.02,60.34,1
8873-TMKGR,M,0,0,1,0,1,0,1,7.46,2.76,8.61,3.1,6.41,3.41,0.03,18.26,0
8878-RYUKI,F,0,0,1,1,0,1,0,3.43,1.96,4.52,2.31,4.61,2.29,0.06,58.53,0
8879-ZKJOF,F,0,0,1,1,1,2,0,4.04,1.9,5.26,2.29,5.93,2.22,0,81,0
8883-GRDWQ,M,1,0,1,1,1,0,0,12.34,6.45,9.39,6.05,7.72,5.45,0.05,52.8,0
8884-FEEWR,M,0,0,1,0,1,2,0,4.56,2.74,4.78,3.51,3.96,3.03,0,21.54,0
8884-MRNSU,M,0,1,1,0,1,2,0,12.78,5.35,12.71,5.59,8.71,4.47,0.12,19.4,0
8885-QSQBX,F,0,0,1,1,0,2,0,141.2,96,167.7,94,274.4,101,1,49.6,0
8887-IPQNC,F,0,1,1,1,0,0,0,16.34,14.86,11.19,14.43,33.24,11.14,0.29,44.79,0
8896-RAZCR,F,0,0,1,0,2,0,0,6.58,1.18,3.79,2.52,2.71,2,0.02,19.73,0
8902-ZEOVF,M,0,1,1,0,1,0,0,3.96,2.7,5.58,2.04,2.1,1.34,0.09,20.25,0
8903-WMRNW,F,0,1,1,2,0,1,0,5.84,5.07,17.47,7.4,12.31,8.33,0.07,111.29,0
8903-XEBGX,M,0,0,1,1,0,1,1,123.75,49.5,54.25,59,116,36,1,54.35,0
8905-IAZPF,F,0,1,1,2,1,3,0,1.97,1.62,3.96,1.39,3.19,1.51,0.01,97.74,0
8908-SLFCJ,F,0,0,1,0,2,3,0,11.23,6.19,8.38,3.29,3.03,5.81,0.1,20.73,0
8909-BOLNL,M,0,0,1,0,1,0,0,75.93,41.33,56.5,37.33,67.03,30.33,1,17.37,0
8910-ICHIU,F,0,0,1,2,1,3,0,4.5,2.37,3.64,1.74,5.18,2.54,0.02,101.4,0
8910-LEDAG,M,1,1,1,2,0,3,0,5.88,1.94,3.17,3.06,6.87,2.41,0.09,71.39,0
8917-FAEMR,F,0,0,1,0,2,0,0,2.63,2.16,5.03,2.43,5.11,2.49,0.05,21.2,0
8917-SZTTJ,M,0,1,1,0,2,3,0,3.43,1.48,3.1,1.47,5.12,1.43,0,19.36,0
8922-NPKBJ,M,0,1,1,0,2,0,0,4.6,2.12,4.63,2.14,4.44,2.48,0.1,20.65,0
8929-KSWIH,M,0,0,1,2,2,2,0,8.25,3.36,10.26,5.52,4.68,3.64,0.04,100.54,0
8930-XOTDP,F,0,1,1,1,0,0,0,8.02,4.89,14.7,5.83,10.3,5.22,0.06,60.16,0
8937-RDTHP,M,0,0,1,2,0,0,1,226.7,98,228.1,115,73.2,93,2,84.6,1
8942-DBMHZ,M,0,0,1,0,0,0,0,6.95,9.17,19.35,11.42,12.22,9.5,0.08,21.28,0
8944-AILEF,M,0,1,1,0,0,3,0,13.93,7.93,16.83,8.8,18.68,8,0,22.73,0
8945-GRKHX,F,0,0,1,2,0,1,1,186.1,114,198.6,140,206.5,80,4,78.7,1
8947-YRTDV,M,0,1,1,2,1,0,0,4.42,2.94,5.25,3.38,3.55,2.62,0.03,97.86,0
8950-MTZNV,M,0,0,1,1,0,0,0,222.3,99,146.2,82,275.6,82,3,45,0
8952-WCVCD,F,0,1,1,2,1,2,0,4.29,1.71,5.16,2.56,4.26,1.98,0.05,101.51,0
8957-THMOA,F,0,0,1,0,2,3,0,5.68,1.96,3.84,2.18,3.93,1.7,0.02,19.42,0
8961-QDZZJ,F,0,1,1,2,1,1,0,3.7,1.49,5.78,1.21,2.23,1.37,0.07,97.12,0
8963-JLGJT,M,0,0,1,1,0,0,0,66.8,29,103.07,35,50.7,39.33,0.33,52.53,0
8963-MQVYN,F,0,0,1,0,0,1,0,7.04,3.23,11.09,3.32,7.25,3.68,0,21.36,0
8966-OIQHG,F,0,1,1,0,1,2,0,10.9,3.18,11.45,4.5,7.66,5.09,0.05,20.56,0
8966-SNIZF,F,0,1,1,0,2,2,0,2.68,1.66,2.25,1.67,3.25,1.23,0.01,18.62,0
8967-SZQAS,F,0,0,1,1,0,1,0,17.35,9,14.99,4.64,16.31,9,0.07,54.68,0
8969-PRHFK,M,0,0,1,0,1,0,0,2.86,5,9.11,5.44,9.41,4.44,0.17,22.85,0
8974-OVACP,F,0,0,1,0,0,0,0,207.6,71,152.7,94,217.8,125,1,20.2,0
8975-SKGRX,M,0,1,1,2,2,2,0,2.09,1.49,1.61,1.49,2.51,1.38,0,117.05,0
8980-WQFWL,F,0,0,1,1,0,1,0,5.63,3.14,4.74,3.29,6.49,3.03,0.03,59.89,0
8981-FJGLA,M,0,0,1,2,0,0,0,18.84,12.55,19.46,7.55,17.55,9.55,0.09,77.44,0
8984-EYLLL,M,0,1,1,2,2,1,0,3.34,1.98,2.75,1.28,3.24,1.56,0.02,106.62,0
8985-OOPOS,F,0,0,1,1,1,3,1,68.5,110,337.1,115,205.2,99,0,74.1,0
8990-ZXLSU,F,0,0,1,2,0,1,1,27.28,6,32.52,9.22,20.44,10,0.11,72.39,0
8992-CEUEN,F,0,0,1,0,0,1,0,214.6,101,235.1,132,162.8,132,0,18.9,0
8992-OBVDG,M,0,0,1,1,0,0,0,12.77,4.52,5.74,6,10.51,5.76,0.1,66.36,0
8992-VONJD,F,0,0,1,1,0,1,0,19.12,6.38,11.45,6.54,13.27,8.38,0.23,58.82,0
8993-IZEUX,M,0,0,1,2,0,2,0,16.99,18.29,39.76,9.29,27.83,8.71,0.29,69.81,0
8996-ZROXE,M,1,0,1,1,1,1,0,1.87,1.47,2.46,1.82,1.59,1.42,0.02,53.26,0
8999-BOHSE,F,1,0,1,2,0,2,0,17.19,9.55,22.37,13.36,22,9.64,0.09,95.25,1
8999-EXMNO,F,0,1,1,0,2,0,0,7.62,5.53,10.85,5.84,13.44,6.16,0.21,20.41,0
8999-YPYBV,M,0,1,1,1,2,0,1,4.8,1.62,4.18,2.6,3.27,2.18,0.04,85.74,0
9018-PCIOK,F,0,0,1,1,2,0,0,3.82,2.04,4.02,1.49,3.82,1.69,0.02,65.77,0
9026-RNUJS,M,1,0,1,1,0,1,0,23.56,20,39.84,21,48.82,23.8,0,47.46,1
9027-TMATR,F,0,1,1,1,2,1,0,2.16,2.49,2.97,2,5.25,2,0.07,80.47,0
9028-LIHRP,M,0,1,1,2,2,3,0,1.23,1.44,2.73,0.9,2.9,1.69,0,101.54,0
9030-QGZNL,F,0,0,1,0,2,0,0,10.53,16.75,10.1,12.88,24.51,9.88,0.12,20.21,0
9039-ZVJDC,M,0,0,1,0,0,0,0,40.17,34.67,75.93,38.33,52.83,33.33,0.33,17.7,0
9040-KZVWO,M,0,0,1,2,1,2,0,7.35,2.65,4.97,4.35,7.98,4.5,0,77.62,0
9046-DQMTP,M,0,0,1,0,0,2,0,5.04,2.43,2.67,3.57,5.92,3.06,0.06,21.14,0
9046-JBFWA,M,0,0,1,0,0,0,0,8.25,4.52,6.04,3.96,5.95,4.15,0.04,19.9,0
9050-IKDZA,F,1,0,1,2,0,0,0,103.85,54.5,82.4,47,27.25,45.5,0,81.3,0
9055-MOJJJ,F,0,1,1,1,1,0,0,3.86,1.7,1.96,1.42,3.54,1.41,0.05,63.56,0
9058-HRZSV,F,1,1,1,2,0,1,0,1.95,1.66,3.17,1.38,3.81,1.75,0.02,94.25,0
9058-MJLZC,F,0,0,1,2,0,1,1,7.13,5.75,7.74,4.25,9.48,4.04,0.04,95.13,0
9063-ZGTUY,F,0,1,1,0,0,0,0,2.74,1.49,3.77,1.11,3.14,1.93,0.02,19.39,1
9067-SQTNS,M,0,1,1,0,1,2,0,4.59,1.86,5.26,2.16,5.14,2.95,0,21.05,0
9068-FHQHD,F,0,1,1,0,2,2,0,4.61,2.45,5.01,2.33,6.98,2.27,0.05,19.43,0
9069-LGEUL,M,0,1,1,1,0,2,0,8.15,4.3,10.5,5.04,9.98,4.57,0.13,61.13,0
9073-ZZIAY,M,0,1,1,1,2,1,1,4.06,1.69,3.43,1.68,2.55,1.08,0,84.12,0
9076-AXYIK,M,1,1,1,2,2,1,0,3.01,1.92,3.23,1.64,4.42,1.45,0.02,102.16,0
9081-WWXKP,F,0,1,1,0,2,3,0,3.03,1.64,4.43,2.68,3.64,2.17,0.06,18.58,0
9084-OAYKL,M,0,0,1,0,2,0,0,3.72,1.76,3.29,1.64,3.7,1.83,0.02,20.9,0
